X,Y,Tm,P,S,BS,Tx,POLY_HA,tree_genus,BURNCLAS
-110.6,57.87,-22.8,12.9,,,-4.5,,Pice,0.0
-85.34,53.1,-11.7,17.7,,,4.9,,Lari,0.0
-97.93,49.29,-11.6,20.1,19.9,,,,Popu,0.0
-81.79,48.4,10.1,101.8,,,28.3,,Pice,0.0
-66.67,53.3,8.4,0.0,,,20.4,,Pice,0.0
-72.89,51.82,-10.9,8.8,,,3.2,,Pice,0.0
-97.03,57.05,-2.8,22.9,,,18.9,,Pice,0.0
-74.3,51.71,-1.5,50.5,18.0,,15.6,,Genc,0.0
-86.77,55.28,-26.0,14.7,,,-4.5,,Pice,0.0
-78.75,48.68,-3.5,119.0,58.6,,11.5,,Genh,0.0
-106.82,67.82,12.0,74.4,,,23.2,,Pice,0.0
-70.34,54.29,-0.1,42.8,,,14.9,,Alnu,0.0
-79.06,72.06,5.1,12.7,,,13.7,,Pice,0.0
-118.82,51.09,0.9,87.1,,,9.8,,Abie,0.0
-86.52,51.69,-10.0,16.8,,,6.1,,Pice,0.0
-132.4,56.6,12.9,36.7,0.0,,22.5,,Thuj,0.0
-104.0,60.92,-15.3,13.1,,,-1.3,,Pice,0.0
-113.89,52.9,-3.6,15.6,,,15.1,,Pice,0.0
-132.04,64.51,-14.5,29.1,,,0.6,,Pice,0.0
-136.54,63.05,-18.9,6.0,6.0,,17.0,,Pice,0.0
-91.89,52.71,-11.5,33.5,,,12.6,,Pice,0.0
-101.08,58.34,-14.0,0.2,,,0.4,,Pice,0.0
-74.51,53.64,-26.2,26.6,27.8,,,,Pice,0.0
-115.42,55.68,5.4,21.2,,,24.1,,Pice,0.0
-120.38,59.28,9.5,25.1,0.0,,26.0,,Popu,0.0
-120.7,58.32,17.5,25.8,0.0,,30.5,,Popu,0.0
-135.19,65.22,14.1,28.8,0.0,,27.3,,Pice,0.0
-90.72,48.11,-7.3,38.9,,,5.7,,Popu,0.0
-134.0,64.25,2.9,5.0,1.4,,14.3,,Pice,0.0
-107.19,63.11,-9.6,17.0,,,2.9,,Pice,0.0
-82.04,62.88,-16.4,19.0,23.8,,-1.6,,Pice,0.0
-66.07,46.65,20.2,73.3,,,32.8,,Pice,0.0
-64.63,48.77,18.4,63.8,0.0,,32.1,,Abie,0.0
-114.7,60.88,-0.6,14.4,,,21.2,,Pice,0.0
-117.68,55.58,0.2,15.7,,,12.5,,Popu,0.0
-93.48,65.74,-9.6,12.4,,,0.8,,Pice,0.0
-111.34,58.78,16.3,31.2,,,30.3,,Popu,0.0
-105.27,68.38,-7.5,3.0,,,3.4,,Pice,0.0
-72.52,51.88,4.2,76.7,,,18.1,,Pice,0.0
-117.73,62.39,-4.0,5.2,,,15.7,,Pinu,0.0
-134.74,62.18,-16.4,5.2,,,6.8,,Pinu,0.0
-121.2,58.16,-8.0,23.0,23.0,,12.0,,Pice,0.0
-97.97,66.94,5.4,19.0,,,13.1,,Pice,0.0
-112.61,57.62,-3.9,14.6,,,8.2,,Pinu,0.0
-93.52,69.88,8.8,16.2,0.4,,21.4,,Pice,0.0
-136.76,63.31,-18.9,6.0,6.0,,17.0,,Popu,0.0
-101.66,50.34,10.8,31.2,0.0,,30.0,,Popu,0.0
-119.47,67.32,-24.2,10.2,,,-5.9,,Pice,0.0
-86.47,55.68,-26.7,0.3,,,-8.4,,Pice,0.0
-102.52,66.42,-18.1,15.1,,,-3.0,,Pice,0.0
-57.33,49.85,-2.0,76.0,29.0,,11.0,,Pice,0.0
-125.15,61.24,0.1,42.6,,,11.9,,Pice,0.0
-61.24,45.62,15.9,61.4,,,29.0,,Abie,0.0
-125.35,60.39,16.2,62.4,,,31.5,,Pice,0.0
-75.12,48.14,10.5,87.4,,,28.3,,Betu,0.0
-119.62,64.31,13.5,41.8,,,28.4,,Pice,0.0
-95.75,51.56,16.9,66.2,,,28.6,,Pinu,0.0
-100.12,66.59,-31.9,11.1,,,-11.3,,Pice,0.0
-98.9,71.59,-0.2,13.4,,,5.4,,Pice,0.0
-102.82,60.91,-4.9,24.7,,,17.2,,Pice,0.0
-89.92,69.03,-33.2,4.4,,,-15.6,,Pice,0.0
-81.11,51.84,-2.5,14.7,6.3,,18.0,,Pice,0.0
-105.57,68.59,2.1,11.6,,,11.4,,Pice,0.0
-112.83,56.6,-18.2,19.8,,,-2.8,,Pice,0.0
-55.77,48.3,15.3,2.0,0.0,,27.0,,Pice,0.0
-74.79,47.86,-3.5,105.2,,,11.0,,Pice,0.0
-68.23,52.01,8.4,0.0,,,20.4,,Pice,0.0
-129.77,63.77,-17.1,12.2,,,2.4,,Abie,0.0
-126.16,68.38,-14.1,9.0,,,-3.3,,Pice,0.0
-89.58,72.71,7.6,34.9,,,22.5,,Pice,0.0
-113.1,54.04,17.5,108.6,,,33.4,,Popu,0.0
-100.6,58.78,15.5,37.8,,,25.6,,Pice,0.0
-130.14,67.61,-27.1,20.9,,,-15.1,,Pice,0.0
-103.76,53.63,3.5,38.2,,,25.7,,Popu,0.0
-71.99,59.76,7.1,19.9,,,20.7,,Pice,0.0
-130.86,60.73,-17.9,36.0,36.0,,11.5,,Abie,0.0
-68.97,49.08,14.7,113.1,0.0,,25.0,,Abie,0.0
-104.72,59.2,-12.9,0.2,,,9.1,,Pice,0.0
-77.15,52.45,14.2,66.2,0.0,,33.0,,Genc,0.0
-93.56,64.76,-32.2,8.2,,,-12.5,,Pice,0.0
-107.3,62.67,-26.0,9.7,,,-12.9,,Pice,0.0
-68.06,55.38,-18.5,1.1,,,-0.5,,Pice,0.0
-78.25,47.13,-6.3,43.8,,,9.3,,Betu,0.0
-112.41,66.62,-24.6,0.4,,,-7.5,,Pice,0.0
-100.12,57.67,-14.0,0.2,,,0.4,,Pice,0.0
-99.57,71.67,3.8,19.0,,,10.5,,Pice,0.0
-112.3,61.6,9.4,4.6,0.0,,27.6,,Pice,0.0
-77.71,54.49,0.6,65.0,26.8,,14.4,,Pice,0.0
-127.62,56.41,14.1,83.1,0.0,,32.0,,Abie,0.0
-97.93,60.47,2.3,42.5,,,24.0,,Pice,0.0
-101.1,58.04,-2.3,18.7,,,18.9,,Pice,0.0
-105.82,56.17,-7.2,17.1,17.1,,6.0,,Pinu,0.0
-122.67,54.77,5.3,34.4,,,20.6,,Pice,0.0
-124.28,64.82,-23.8,1.4,,,-14.1,,Pice,0.0
-120.08,48.62,-1.3,43.2,31.6,,9.5,,Pseu,0.0
-98.34,59.19,-26.8,19.7,,,-4.3,,Pice,0.0
-132.06,61.49,11.8,81.4,,,25.3,,Abie,0.0
-110.59,50.9,11.0,0.7,,,28.1,,Popu,0.0
-136.17,68.81,7.9,4.1,,,21.3,,Pice,0.0
-97.0,52.32,5.4,39.0,,,20.3,,Pice,0.0
-115.17,56.88,-11.4,15.6,,,9.7,,Popu,0.0
-106.5,56.1,2.4,46.1,21.4,,22.0,,Pice,0.0
-70.38,47.09,19.0,123.6,,,30.3,,Acer,0.0
-89.22,55.73,-17.1,4.0,,,6.8,,Pice,0.0
-110.92,56.65,8.5,34.7,,,23.3,,Popu,0.0
-126.8,53.46,-1.9,5.0,5.0,,9.5,,Pinu,0.0
-127.88,54.09,0.0,280.2,47.5,,7.5,,Tsug,0.0
-68.0,57.81,5.8,73.8,0.4,,20.9,,Pice,0.0
-67.12,57.52,13.4,60.2,0.0,,31.5,,Pice,0.0
-119.85,64.47,-18.2,31.2,,,-2.4,,Pice,0.0
-95.63,52.93,-9.9,27.0,26.8,,9.9,,Pice,0.0
-130.48,55.31,7.2,52.6,,,11.1,,Tsug,0.0
-113.43,56.74,9.7,19.9,,,27.0,,Lari,0.0
-92.02,66.5,-11.9,16.7,,,,,Pice,0.0
-69.01,53.22,-7.5,29.9,,,5.2,,Pice,0.0
-113.56,71.35,-23.0,10.6,,,,,Pice,0.0
-123.6,57.13,-1.5,40.8,40.8,,12.3,,Pice,0.0
-129.78,60.72,11.0,132.2,0.0,,24.0,,Pinu,0.0
-115.37,61.86,16.1,62.0,,,26.1,,Pice,0.0
-130.12,59.28,10.7,9.0,,,25.3,,Abie,0.0
-135.51,65.48,-13.5,1.0,,,3.7,,Popu,0.0
-124.59,52.37,14.3,15.9,,,32.9,,Pinu,0.0
-98.9,51.18,17.5,38.0,,,29.3,,Popu,0.0
-76.75,73.16,-0.2,24.3,,,6.9,,Pice,0.0
-117.0,70.69,-27.3,10.5,,,-17.6,,Pice,0.0
-118.07,66.92,-23.0,10.6,,,-5.4,,Pice,0.0
-123.66,67.53,-24.2,7.2,,,-8.6,,Pice,0.0
-140.84,61.8,0.1,8.1,,,11.6,,Abie,0.0
-65.44,52.12,-25.5,14.1,,,-9.0,,Pice,0.0
-116.35,53.81,14.8,38.4,,,29.3,,Popu,0.0
-117.7,63.04,-26.0,28.6,,,-13.5,,Pice,0.0
-74.28,45.24,7.4,72.4,,,26.2,,Acer,0.0
-117.53,49.14,16.0,28.9,,,31.6,,Pseu,0.0
-125.46,52.49,1.1,238.9,36.4,,8.3,,Pinu,0.0
-115.79,51.57,8.3,54.2,,,26.2,,Abie,0.0
-132.88,60.65,-13.9,15.4,,,1.4,,Pinu,0.0
-130.14,61.51,11.0,132.2,0.0,,24.0,,Abie,0.0
-135.59,66.37,-13.5,1.0,,,3.7,,Pice,0.0
-103.58,69.4,9.5,59.4,0.0,,18.8,,Pice,0.0
-70.64,49.95,-0.5,31.4,,,17.0,,Genc,0.0
-103.61,60.18,15.8,92.8,0.0,,25.6,,Pice,0.0
-67.89,49.82,-17.1,54.4,54.4,,-4.0,,Abie,0.0
-86.46,66.73,7.6,0.0,,,,,Pice,0.0
-111.34,50.34,-6.7,6.5,,,10.7,,Popu,0.0
-108.61,53.65,15.6,57.3,,,31.8,,Popu,0.0
-105.21,64.76,-25.7,13.0,,,-8.2,,Pice,0.0
-111.07,58.48,8.5,1.5,,,28.7,,Popu,0.0
-98.95,56.85,-9.1,22.8,,,1.6,,Pice,0.0
-98.18,49.21,-16.8,11.7,,,-0.3,,Popu,0.0
-118.35,51.4,6.0,59.0,4.0,,21.0,,Abie,0.0
-118.03,56.27,8.8,58.4,,,26.0,,Popu,0.0
-108.8,48.89,6.2,10.8,6.0,,26.5,,Popu,0.0
-108.08,70.25,-30.4,12.1,,,-9.9,,Pice,0.0
-75.97,48.44,13.8,71.8,,,27.0,,Pice,0.0
-96.72,58.58,11.6,50.5,,,27.8,,Pice,0.0
-106.75,54.0,15.9,67.4,,,30.3,,Popu,0.0
-76.55,69.75,-31.7,22.2,,,-20.1,,Pice,0.0
-68.37,53.24,2.5,106.0,,,18.8,,Pice,0.0
-116.95,49.76,13.7,44.8,0.0,,26.0,,Pseu,0.0
-77.09,59.02,-27.8,2.4,,,-15.9,,Pice,0.0
-66.63,45.47,3.4,67.8,,,16.6,,Abie,0.0
-117.51,53.7,14.8,50.6,0.0,,32.0,,Pinu,0.0
-57.67,51.93,9.0,116.2,0.0,,17.8,,Pice,0.0
-115.31,57.38,15.0,43.1,,,28.2,,Popu,0.0
-64.38,52.27,2.9,64.4,,,19.9,,Pice,0.0
-59.06,53.23,-22.2,90.2,91.2,,-4.2,,Pice,0.0
-82.97,68.44,-8.3,20.2,,,3.8,,Pice,0.0
-71.7,50.5,15.1,163.4,,,24.8,,Pice,0.0
-80.81,51.82,14.5,67.4,0.0,,31.0,,Pice,0.0
-105.34,69.35,-29.2,21.3,,,-13.0,,Pice,0.0
-121.88,56.84,14.5,82.6,0.0,,29.0,,Popu,0.0
-90.1,53.36,11.6,49.3,,,27.5,,Pice,0.0
-133.36,58.9,12.0,92.9,0.0,,22.5,,Abie,0.0
-127.29,61.92,-15.3,62.4,,,-6.0,,Pice,0.0
-119.79,49.23,15.9,2.0,0.0,,27.0,,Pseu,0.0
-119.21,67.27,5.7,16.1,,,21.9,,Pice,0.0
-115.84,63.39,13.5,41.8,,,28.4,,Pinu,0.0
-108.11,49.11,16.6,22.8,,,35.8,,Popu,0.0
-56.93,49.1,-0.3,43.0,1.4,,8.0,,Lari,0.0
-130.56,58.03,-15.6,1.2,,,3.0,,Abie,0.0
-105.93,57.4,-13.4,7.4,,,2.0,,Pice,0.0
-119.05,65.14,14.5,17.0,,,29.5,,Pice,0.0
-61.96,57.67,-9.0,16.7,,,14.2,,Abie,0.0
-90.61,67.05,1.2,25.5,,,10.1,,Pice,0.0
-86.59,52.05,2.6,61.0,,,21.2,,Pice,0.0
-82.66,45.92,19.0,89.0,,,28.7,,Popu,0.0
-99.59,60.19,5.5,61.0,,,20.6,,Pice,0.0
-121.84,50.5,10.5,2.6,,,26.1,,Abie,0.0
-54.18,49.18,-5.7,113.8,67.0,,5.0,,Abie,0.0
-107.97,50.56,19.6,100.6,0.0,,35.0,,Popu,0.0
-105.82,70.72,8.8,10.4,,,20.7,,Pice,0.0
-62.29,54.45,13.8,57.0,,,28.2,,Popu,0.0
-90.63,64.18,-31.8,3.6,0.8,,-13.7,,Pice,0.0
-93.96,70.04,-29.9,11.6,11.6,,-13.4,,Pice,0.0
-130.39,63.35,4.5,31.2,,,21.1,,Abie,0.0
-124.61,67.98,4.3,20.6,,,14.5,,Pice,0.0
-82.69,63.99,-16.4,19.0,23.8,,-1.6,,Pice,0.0
-71.27,51.87,-29.4,3.5,,,-10.6,,Genc,0.0
-129.96,66.51,-15.9,51.9,,,-2.4,,Pice,0.0
-97.14,48.83,18.6,23.1,,,34.5,,Popu,0.0
-117.65,49.81,0.1,97.2,16.0,,6.5,,Pice,0.0
-125.5,60.4,14.2,51.0,,,29.2,,Pinu,0.0
-133.24,58.86,12.0,92.9,0.0,,22.5,,Abie,0.0
-123.0,63.78,20.4,77.7,,,39.5,,Pice,0.0
-118.11,50.35,20.7,26.6,,,36.2,,Pseu,0.0
-123.41,64.54,-22.3,1.4,,,-1.9,,Pice,0.0
-81.67,48.87,17.1,82.1,,,31.4,,Pice,0.0
-112.28,55.42,10.1,31.3,,,26.1,,Pice,0.0
-114.36,56.0,-2.3,12.7,,,8.5,,Pice,0.0
-96.15,71.21,-29.2,3.5,,,-14.1,,Pice,0.0
-126.11,65.77,-0.8,31.5,,,11.5,,Pice,0.0
-127.91,60.12,-6.7,7.0,,,8.1,,Pinu,0.0
-108.17,68.2,0.7,41.0,,,9.5,,Pice,0.0
-112.57,60.07,-14.7,19.0,30.6,,-2.5,,Popu,0.0
-104.47,65.87,12.3,61.9,,,22.2,,Pice,0.0
-101.82,53.6,12.2,42.0,,,26.3,,Popu,0.0
-127.55,70.18,2.5,20.6,,,9.6,,Pice,0.0
-127.98,70.15,6.8,30.0,,,19.0,,Pice,0.0
-90.41,47.78,0.0,61.8,,,13.9,,Betu,0.0
-73.63,50.77,-1.2,130.0,,,18.4,,Pice,0.0
-98.26,61.07,7.0,55.7,,,20.1,,Pice,0.0
-80.33,70.7,-21.8,0.6,,,-6.4,,Pice,0.0
-114.12,52.54,3.5,10.2,,,24.6,,Pice,0.0
-89.3,63.96,-34.3,0.0,,,,,Pice,0.0
-115.83,61.71,1.6,42.5,2.8,,14.4,,Pinu,0.0
-139.44,66.96,2.3,71.9,,,16.3,,Pice,0.0
-101.27,59.18,-14.0,0.2,,,0.4,,Pice,0.0
-137.58,60.73,1.7,0.6,,,13.1,,Pice,0.0
-76.76,59.39,4.5,33.1,,,19.0,,Pice,0.0
-90.49,69.21,-19.3,6.3,,,-2.3,,Pice,0.0
-124.57,53.53,6.4,23.8,0.0,,23.0,,Pinu,0.0
-76.75,45.93,15.7,102.6,0.0,,32.5,,Pinu,0.0
-131.57,63.69,-16.5,2.0,,,0.0,,Pice,0.0
-105.41,55.42,-15.9,20.4,17.6,,6.8,,Pinu,0.0
-73.93,47.92,-23.1,16.9,,,-5.6,,Genh,0.0
-113.72,48.75,11.5,39.3,,,28.1,,Pice,0.0
-71.01,67.89,-9.4,8.1,,,-2.7,,Pice,0.0
-81.51,50.37,3.2,91.0,9.9,,21.0,,Pice,0.0
-61.25,53.76,-21.0,131.4,138.2,,-3.4,,Pice,0.0
-68.86,51.78,-29.4,3.5,,,-10.6,,Pice,0.0
-88.16,54.6,10.3,124.6,,,26.6,,Pice,0.0
-112.86,61.03,9.7,1.3,,,15.8,,Pinu,0.0
-75.32,68.95,-19.3,0.6,,,-7.5,,Pice,0.0
-120.9,61.01,16.0,11.7,,,30.3,,Pice,0.0
-131.26,55.97,15.7,188.7,0.0,,31.4,,Tsug,0.0
-134.33,60.28,-12.6,12.9,,,1.0,,Pice,0.0
-126.77,69.31,-6.7,7.4,,,3.5,,Pice,0.0
-64.5,53.09,2.5,104.0,,,20.7,,Genc,0.0
-104.86,66.09,-31.2,2.1,,,-11.6,,Pice,0.0
-69.35,53.62,-7.4,18.1,,,9.5,,Pice,0.0
-73.24,45.82,1.1,97.4,39.0,,16.0,,Acer,0.0
-80.55,44.48,15.9,119.7,0.0,,,,Acer,0.0
-71.93,49.16,12.0,79.6,0.0,,25.5,,Abie,0.0
-119.59,53.33,13.8,106.0,0.0,,27.0,,Pinu,0.0
-131.72,59.0,1.4,21.4,,,11.7,,Abie,0.0
-97.23,65.25,-27.4,3.8,3.8,,-9.2,,Pice,0.0
-117.11,66.69,4.5,61.0,1.6,,17.2,,Pice,0.0
-122.78,61.52,11.6,25.0,,,30.5,,Pice,0.0
-127.23,68.01,4.1,32.7,,,16.2,,Pice,0.0
-129.62,57.56,2.0,36.4,,,13.4,,Abie,0.0
-118.49,68.96,9.6,37.3,,,24.3,,Pice,0.0
-106.16,72.7,-30.3,0.9,,,-20.5,,Pice,0.0
-116.93,58.62,3.9,2.4,0.0,,25.7,,Pice,0.0
-122.36,49.13,12.9,102.1,0.0,,22.4,,Alnu,0.0
-66.32,67.8,-0.9,58.5,,,7.6,,Pice,0.0
-64.92,49.1,14.3,66.5,,,29.1,,Abie,0.0
-138.32,61.81,13.2,89.9,,,27.9,,Pice,0.0
-123.67,51.5,13.9,16.0,,,33.3,,Pseu,0.0
-134.76,69.47,-25.5,3.0,,,-14.0,,Pice,0.0
-116.05,56.49,15.0,43.1,,,28.2,,Pice,0.0
-118.71,57.92,5.3,5.1,,,25.5,,Pice,0.0
-106.6,59.59,-9.2,5.8,,,4.2,,Pice,0.0
-74.75,49.01,17.1,120.2,0.0,,30.9,,Pice,0.0
-122.74,50.33,19.7,92.9,,,36.7,,Pseu,0.0
-70.54,54.41,-25.3,18.7,,,-3.7,,Pice,0.0
-82.55,52.1,14.6,74.2,,,29.2,,Pice,0.0
-131.47,60.72,12.5,25.3,,,24.6,,Abie,0.0
-88.64,67.87,-34.3,4.2,,,-20.7,,Pice,0.0
-79.32,46.95,15.3,22.0,,,26.4,,Betu,0.0
-104.0,64.94,-9.2,33.9,,,8.7,,Pice,0.0
-81.81,64.26,-25.3,12.2,11.0,,-11.4,,Pice,0.0
-81.01,48.53,3.2,93.4,,,20.9,,Pice,0.0
-66.48,51.16,-14.1,104.3,,,1.4,,Pice,0.0
-136.77,62.7,-17.5,9.6,9.6,,3.5,,Pice,0.0
-123.95,54.05,6.4,23.8,0.0,,23.0,,Pinu,0.0
-100.75,60.69,13.6,55.3,,,23.8,,Pice,0.0
-78.65,48.03,13.6,84.4,0.0,,27.5,,Pice,0.0
-126.65,58.25,3.2,66.7,19.8,,14.5,,Abie,0.0
-93.39,48.76,-15.3,28.0,,,3.4,,Popu,0.0
-105.09,61.7,-16.9,3.9,,,3.9,,Pice,0.0
-125.48,65.92,-14.1,9.0,,,-3.3,,Pice,0.0
-118.66,51.18,17.7,117.0,0.0,,33.0,,Thuj,0.0
-79.71,56.05,0.8,31.0,,,10.3,,Pinu,0.0
-136.97,60.25,12.0,50.7,0.0,,24.0,,Pice,0.0
-130.18,61.33,11.0,132.2,0.0,,24.0,,Abie,0.0
-83.04,48.14,0.4,164.2,,,18.4,,Pice,0.0
-131.53,69.67,-25.6,3.0,,,-14.9,,Pice,0.0
-131.37,64.92,-14.5,29.1,,,0.6,,Pice,0.0
-74.54,68.9,7.4,4.3,,,20.3,,Pice,0.0
-119.09,51.97,5.3,45.4,7.8,,22.6,,Pseu,0.0
-82.58,50.53,-20.0,50.5,50.9,,0.0,,Pice,0.0
-105.36,57.71,2.2,34.5,,,22.1,,Pice,0.0
-65.82,45.4,9.3,73.6,2.0,,24.0,,Abie,0.0
-69.84,56.57,-8.2,57.8,39.0,,4.6,,Pice,0.0
-96.78,67.02,-34.0,3.1,,,-15.8,,Pice,0.0
-111.33,54.41,16.0,30.4,,,29.8,,Popu,0.0
-61.91,54.11,-21.0,131.4,138.2,,-3.4,,Pice,0.0
-66.87,47.5,16.7,116.0,0.0,,30.0,,Abie,0.0
-92.43,66.07,-10.2,0.0,,,,,Pice,0.0
-82.42,49.49,17.0,82.5,,,29.8,,Pice,0.0
-137.92,58.9,3.3,106.0,22.2,,13.5,,Thuj,0.0
-124.36,66.56,5.0,24.7,,,25.7,,Pice,0.0
-89.92,56.02,-5.6,62.8,,,7.6,,Pice,0.0
-121.5,58.41,-13.7,33.5,33.5,,11.5,,Pinu,0.0
-142.02,65.4,11.5,43.1,,,28.7,,Pice,0.0
-101.89,62.3,5.5,61.0,,,20.6,,Pice,0.0
-111.75,51.71,-11.6,8.2,,,5.7,,Popu,0.0
-138.55,63.56,11.5,43.1,,,28.7,,Pice,0.0
-118.32,54.2,4.0,11.4,,,22.3,,Pinu,0.0
-76.47,58.1,4.5,33.1,,,19.0,,Pice,0.0
-109.67,53.71,15.6,27.4,,,33.0,,Popu,0.0
-78.22,58.81,-9.6,23.9,,,9.6,,Pice,0.0
-84.92,66.64,8.3,54.5,,,19.2,,Pice,0.0
-75.03,46.32,4.0,41.0,2.0,,21.0,,Genh,0.0
-76.56,47.53,0.1,74.8,,,19.3,,Pice,0.0
-95.48,60.78,-19.3,2.9,,,-3.2,,Pice,0.0
-102.45,63.16,8.9,20.2,,,25.2,,Pice,0.0
-59.21,52.01,-6.6,78.3,,,5.5,,Pice,0.0
-66.7,55.18,7.2,128.1,,,19.4,,Pice,0.0
-117.5,59.0,16.1,22.2,,,31.5,,Betu,0.0
-111.3,55.77,-15.0,15.2,,,6.6,,Pice,0.0
-78.36,46.65,-17.7,28.9,,,-4.1,,Abie,0.0
-55.89,47.75,-4.8,32.0,14.0,,7.0,,Abie,0.0
-114.59,55.32,-10.7,34.1,,,10.2,,Popu,0.0
-78.85,54.4,0.6,65.0,26.8,,14.4,,Pice,0.0
-91.35,67.24,-10.2,12.3,,,-0.4,,Pice,0.0
-72.5,66.93,-21.0,1.2,,,-4.7,,Pice,0.0
-80.25,46.36,6.4,82.7,0.5,,18.0,,Popu,0.0
-100.12,50.35,18.1,96.1,0.0,,,,Popu,0.0
-104.63,58.39,-9.9,16.0,16.0,,3.0,,Pice,0.0
-132.22,66.63,-3.5,31.7,,,10.0,,Pice,0.0
-121.89,56.23,15.1,88.7,0.0,,30.2,,Popu,0.0
-127.29,65.81,4.6,76.4,9.0,,17.7,,Pice,0.0
-99.67,56.27,1.4,47.7,,,18.1,,Pice,0.0
-97.82,54.75,14.9,28.8,0.0,,28.4,,Pice,0.0
-110.45,71.37,-12.3,12.0,,,2.4,,Pice,0.0
-100.39,60.93,-21.2,2.1,,,3.1,,Pice,0.0
-72.54,55.78,-9.1,12.0,,,12.2,,Pice,0.0
-88.73,67.12,-0.2,16.8,,,,,Pice,0.0
-126.02,54.01,-4.5,114.8,92.4,,8.0,,Pinu,0.0
-62.28,52.5,13.2,157.0,,,25.4,,Pice,0.0
-112.38,64.19,10.2,17.3,4.4,,26.5,,Pice,0.0
-111.68,57.54,-3.8,18.1,,,12.0,,Popu,0.0
-94.47,49.75,-19.8,16.9,,,-6.3,,Popu,0.0
-100.6,49.49,14.6,67.5,,,33.5,,Popu,0.0
-117.57,57.35,8.4,25.8,,,24.7,,Pice,0.0
-122.61,56.76,5.9,56.2,6.8,,18.4,,Popu,0.0
-124.74,52.64,14.4,4.7,,,30.3,,Pinu,0.0
-110.86,53.5,5.6,19.3,,,23.1,,Popu,0.0
-79.9,45.11,19.9,14.0,0.0,,30.0,,Tsug,0.0
-89.22,55.96,10.3,124.6,,,26.6,,Pice,0.0
-77.13,72.44,-36.1,1.2,,,-28.9,,Pice,0.0
-71.32,45.35,-17.0,56.6,56.6,,-3.0,,Acer,0.0
-97.96,57.69,-1.5,58.6,,,21.2,,Pice,0.0
-126.84,63.59,-15.0,11.0,13.2,,-2.8,,Abie,0.0
-121.75,53.13,16.3,44.6,,,33.0,,Pice,0.0
-94.03,71.17,-30.5,3.2,,,-18.5,,Pice,0.0
-61.01,51.21,10.6,79.3,,,21.0,,Pice,0.0
-128.01,50.6,17.2,155.2,0.0,,27.0,,Tsug,0.0
-63.09,45.49,7.7,121.0,,,22.1,,Abie,0.0
-94.2,52.27,-6.2,25.3,,,11.1,,Pice,0.0
-107.54,51.58,-8.5,3.8,,,8.4,,Popu,0.0
-84.53,67.75,4.1,33.2,,,15.1,,Pice,0.0
-114.72,58.12,-8.0,18.5,,,5.1,,Popu,0.0
-72.79,53.79,15.3,0.0,,,26.4,,Pice,0.0
-108.36,58.05,-2.2,0.8,,,20.2,,Pice,0.0
-74.66,49.79,-25.5,11.6,11.6,,-10.5,,Pice,0.0
-82.24,52.12,-3.5,30.1,,,12.8,,Pice,0.0
-92.88,54.83,15.2,55.6,,,28.6,,Pice,0.0
-118.43,53.82,-1.6,24.4,,,14.1,,Pice,0.0
-117.83,62.88,-15.9,10.4,,,5.0,,Pice,0.0
-58.85,53.41,14.8,67.4,0.0,,28.0,,Pice,0.0
-135.91,68.99,-23.0,0.0,,,-5.7,,Pice,0.0
-122.74,53.05,-0.1,35.8,,,12.3,,Pinu,0.0
-101.38,58.32,1.4,42.0,,,18.3,,Pice,0.0
-101.6,59.79,-1.3,1.6,,,20.1,,Pice,0.0
-99.86,56.94,5.6,13.6,,,27.5,,Pice,0.0
-106.04,62.89,8.9,20.2,,,25.2,,Pice,0.0
-110.48,51.92,17.2,69.8,0.0,,,,Popu,0.0
-111.38,54.95,5.1,17.7,,,23.9,,Pice,0.0
-82.66,48.02,0.4,164.2,,,18.4,,Genc,0.0
-120.8,73.67,-30.6,0.6,,,-22.7,,Pice,0.0
-132.82,53.96,6.6,149.8,0.0,,12.0,,Thuj,0.0
-105.06,51.04,-6.2,4.1,4.1,,10.0,,Popu,0.0
-68.85,57.62,-28.0,9.6,9.6,,-14.2,,Pice,0.0
-63.66,55.74,-8.1,36.8,,,5.7,,Pice,0.0
-127.77,52.95,0.0,280.2,47.5,,7.5,,Tsug,0.0
-109.67,55.28,-12.1,18.0,,,9.4,,Lari,0.0
-72.79,56.23,7.1,19.9,,,20.7,,Pice,0.0
-70.01,55.44,-18.5,1.1,,,-0.5,,Pice,0.0
-94.99,62.55,10.6,26.6,0.0,,26.5,,Pice,0.0
-66.97,54.38,-1.9,58.6,,,13.8,,Pice,0.0
-57.99,47.84,-0.6,106.8,,,8.9,,Pice,0.0
-65.22,46.97,19.0,74.8,,,30.5,,Abie,0.0
-131.5,63.95,8.6,48.2,,,21.7,,Abie,0.0
-114.93,51.67,-7.1,10.2,,,13.7,,Pinu,0.0
-134.76,68.21,-20.1,6.6,,,-0.1,,Pice,0.0
-127.04,66.3,-15.0,11.0,13.2,,-2.8,,Pice,0.0
-80.86,48.25,3.2,93.4,,,20.9,,Pice,0.0
-94.19,53.29,-0.6,40.2,27.4,,21.9,,Pice,0.0
-119.34,57.59,-0.5,25.1,,,11.9,,Pinu,0.0
-74.77,49.38,-1.5,50.5,18.0,,15.6,,Genc,0.0
-66.41,48.42,15.3,96.0,,,31.2,,Abie,0.0
-127.91,63.43,-12.6,27.6,,,-0.6,,Abie,0.0
-75.06,58.32,12.2,20.1,,,26.2,,Pice,0.0
-100.42,60.36,-27.0,11.5,,,-7.1,,Pice,0.0
